Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,HybridPresent,TimeInMs,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,CPUStartTimeInMs,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsFlipDelay,MsAllInputToPhotonLatency,MsClickToPhotonLatency
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3386.3721,NA,7.10610000000000,6.94140000000000,0.08580000000000,0.66930000000000,18.8778,3379.3450,7.1129,7.0271,0.0858,7.2022,0.4942,0.3250,0.1692,0.1723,3379.3450,NA,NA,NA
msedgewebview2.exe,19228,0x143EDC85B90,DXGI,0,0,0,Composed: Flip,0,3393.5638,NA,7.17180000000000,NA,0.06110000000000,0.34600000000000,NA,3386.4706,7.1543,7.0932,0.0611,7.2438,0.1954,0.1954,0.0000,NA,NA,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3392.0136,NA,6.56960000000000,6.94140000000000,0.33070000000000,0.25380000000000,13.2363,3385.7240,6.6203,6.2896,0.3307,0.0000,6.5855,0.2317,6.3538,0.2308,3385.7240,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3393.2543,NA,6.88220000000000,6.95220000000000,0.11100000000000,0.36170000000000,18.9478,3386.4579,6.9074,6.7964,0.1110,6.9609,0.1972,0.1972,0.0000,0.1607,3386.4579,NA,NA,NA
msedgewebview2.exe,19228,0x143EDC85B90,DXGI,0,0,0,Composed: Flip,0,3400.5332,NA,6.96940000000000,NA,0.10410000000000,1.52920000000000,NA,3393.6249,7.0124,6.9083,0.1041,7.4691,0.9684,0.3760,0.5924,NA,NA,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3399.3149,NA,7.30130000000000,6.95220000000000,0.71600000000000,0.59270000000000,12.8872,3392.3443,7.6866,6.9706,0.7160,0.0000,7.6402,0.2029,7.4373,-0.3319,3392.3443,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3400.7446,NA,7.49030000000000,6.95220000000000,0.32730000000000,1.87930000000000,18.4097,3393.3653,7.7066,7.3793,0.3273,7.9384,1.3202,0.3067,1.0135,-0.0448,3393.3653,NA,NA,NA
msedgewebview2.exe,19228,0x143EDC85B90,DXGI,0,0,0,Composed: Flip,0,3407.4148,NA,6.88160000000000,NA,0.08020000000000,0.48570000000000,NA,3400.6373,6.8577,6.7775,0.0802,7.0670,0.1962,0.1962,0.0000,NA,NA,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3406.1037,NA,6.78880000000000,6.95220000000000,0.31660000000000,0.22570000000000,13.0506,3400.0309,6.3894,6.0728,0.3166,0.0000,6.4218,0.2496,6.1722,0.7344,3400.0309,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3407.2819,NA,6.53730000000000,6.93810000000000,0.10540000000000,0.42140000000000,18.8105,3401.0719,6.3154,6.2100,0.1054,6.3842,0.2472,0.2417,0.0055,0.7685,3401.0719,NA,NA,NA
msedgewebview2.exe,19228,0x143EDC85B90,DXGI,0,0,0,Composed: Flip,0,3414.2626,NA,6.84780000000000,NA,0.07800000000000,0.95060000000000,NA,3407.4950,6.8456,6.7676,0.0780,6.9704,0.7478,0.2589,0.4889,NA,NA,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3413.0652,NA,6.96150000000000,6.93810000000000,0.53300000000000,0.44350000000000,13.0272,3406.4203,7.1779,6.6449,0.5330,0.0000,7.1793,0.2881,6.8912,-0.5487,3406.4203,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3413.4933,NA,6.21140000000000,6.94570000000000,0.13960000000000,1.86550000000000,19.5448,3407.3873,6.2456,6.1060,0.1396,6.3581,1.6134,0.2788,1.3346,-0.6303,3407.3873,NA,NA,NA
msedgewebview2.exe,19228,0x143EDC85B90,DXGI,0,0,0,Composed: Flip,0,3421.0412,NA,6.77860000000000,NA,0.08750000000000,0.38400000000000,NA,3414.3406,6.7881,6.7006,0.0875,6.8918,0.1928,0.1928,0.0000,NA,NA,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3420.2941,NA,7.22890000000000,6.94570000000000,0.30220000000000,0.17500000000000,12.7440,3413.5982,6.9981,6.6959,0.3022,0.0000,6.9604,0.2357,6.7247,0.2322,3413.5982,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3420.4741,NA,6.98080000000000,6.95240000000000,0.09820000000000,0.43750000000000,19.5164,3413.6329,6.9394,6.8412,0.0982,7.0683,0.2104,0.2025,0.0079,-0.7068,3413.6329,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3427.0890,NA,6.79490000000000,6.95240000000000,0.26440000000000,0.22010000000000,12.9015,3420.5963,6.7571,6.4927,0.2644,0.0000,6.8400,0.2239,6.6161,0.0457,3420.5963,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3427.4387,NA,6.96460000000000,6.94120000000000,0.11970000000000,0.34660000000000,19.4930,3420.5723,6.9861,6.8664,0.1197,7.0143,0.1987,0.1987,0.0000,-0.0018,3420.5723,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3433.6651,NA,6.57610000000000,6.94120000000000,0.27350000000000,0.18830000000000,13.2666,3427.3534,6.5852,6.3117,0.2735,0.0000,6.5443,0.2135,6.3308,-0.1841,3427.3534,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3433.9759,NA,6.53720000000000,6.95600000000000,0.08090000000000,0.41120000000000,19.9118,3427.5584,6.4984,6.4175,0.0809,6.5936,0.2351,0.2291,0.0060,0.0301,3427.5584,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3440.7158,NA,7.05070000000000,6.95600000000000,0.31200000000000,0.17040000000000,13.1719,3433.9386,7.0892,6.7772,0.3120,0.0000,7.0328,0.2241,6.8087,-0.3708,3433.9386,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3443.0186,NA,9.04270000000000,6.93060000000000,0.09310000000000,0.46160000000000,17.7997,3434.0568,9.0549,8.9618,0.0931,0.4075,9.0159,0.2521,8.7638,-0.4322,3434.0568,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3447.5321,NA,6.81630000000000,6.93060000000000,0.17360000000000,0.19030000000000,13.2862,3441.0278,6.6779,6.5043,0.1736,0.0000,6.8362,0.2320,6.6042,0.1586,3441.0278,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3447.7214,NA,4.70280000000000,6.94640000000000,0.07730000000000,0.56090000000000,20.0433,3443.1117,4.6870,4.6097,0.0773,4.7999,0.3707,0.2335,0.1372,2.1085,3443.1117,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3454.5459,NA,7.01380000000000,6.94640000000000,0.18380000000000,0.19950000000000,13.2188,3447.7057,7.0240,6.8402,0.1838,0.0167,7.0230,0.2227,6.8003,-0.2685,3447.7057,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3455.0961,NA,7.37470000000000,6.93720000000000,0.09270000000000,0.39090000000000,19.6058,3447.7987,7.3901,7.2974,0.0927,7.4880,0.2003,0.2003,0.0000,-2.2502,3447.7987,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3461.5957,NA,7.04980000000000,6.93720000000000,0.19220000000000,0.17910000000000,13.1062,3454.7297,7.0582,6.8660,0.1922,0.0157,7.0294,0.1959,6.8335,0.0868,3454.7297,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3462.0584,NA,6.96230000000000,6.96520000000000,0.07730000000000,0.32960000000000,19.6087,3455.1888,6.9469,6.8696,0.0773,7.0028,0.1964,0.1964,0.0000,0.4249,3455.1888,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3468.4751,NA,6.87940000000000,6.96520000000000,0.19640000000000,0.17410000000000,13.1920,3461.7879,6.8836,6.6872,0.1964,0.0000,6.8744,0.2001,6.6743,0.0930,3461.7879,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3469.0084,NA,6.95000000000000,6.91710000000000,0.07140000000000,0.31970000000000,19.5758,3462.1357,6.9441,6.8727,0.0714,6.9891,0.2033,0.2033,0.0000,0.0298,3462.1357,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3475.3946,NA,6.91950000000000,6.91710000000000,0.25830000000000,0.20730000000000,13.1896,3468.6715,6.9814,6.7231,0.2583,0.0000,6.9527,0.2152,6.7375,-0.0335,3468.6715,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3475.8528,NA,6.84440000000000,6.94420000000000,0.07430000000000,0.32400000000000,19.6756,3469.0798,6.8473,6.7730,0.0743,6.8875,0.2095,0.2095,0.0000,-0.0001,3469.0798,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3482.5653,NA,7.17070000000000,6.94420000000000,0.24200000000000,0.20080000000000,12.9631,3475.6529,7.1544,6.9124,0.2420,0.0000,7.1642,0.2106,6.9536,0.0372,3475.6529,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3482.9893,NA,7.13650000000000,6.95180000000000,0.07610000000000,0.36250000000000,19.4909,3475.9271,7.1383,7.0622,0.0761,7.2259,0.1988,0.1988,0.0000,-0.1045,3475.9271,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3489.2347,NA,6.66940000000000,6.95180000000000,0.23740000000000,0.17050000000000,13.2455,3482.8073,6.6648,6.4274,0.2374,0.0000,6.6391,0.2048,6.4343,0.2026,3482.8073,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3489.8054,NA,6.81610000000000,6.92900000000000,0.08670000000000,0.35530000000000,19.6038,3483.0654,6.8267,6.7400,0.0867,6.8880,0.2073,0.2063,0.0010,0.2093,3483.0654,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3496.1474,NA,6.91270000000000,6.92900000000000,0.25880000000000,0.22970000000000,13.2618,3489.4721,6.9341,6.6753,0.2588,0.0000,6.9719,0.1850,6.7869,-0.2642,3489.4721,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3496.6406,NA,6.83520000000000,6.94830000000000,0.07770000000000,0.43880000000000,19.7169,3489.8921,6.8262,6.7485,0.0777,0.2686,6.9187,0.2741,6.6446,-0.1216,3489.8921,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3503.2164,NA,7.06900000000000,6.94830000000000,0.28190000000000,0.23410000000000,13.1411,3496.4062,7.0921,6.8102,0.2819,0.0000,7.0734,0.2161,6.8573,-0.0142,3496.4062,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3503.7523,NA,7.11170000000000,6.94950000000000,0.10620000000000,0.55810000000000,19.5547,3496.7183,7.1402,7.0340,0.1062,7.3645,0.2276,0.2215,0.0061,-0.1233,3496.7183,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3509.8936,NA,6.67720000000000,6.94950000000000,0.31260000000000,0.24330000000000,13.4134,3503.4983,6.7079,6.3953,0.3126,0.0000,6.6864,0.1975,6.4889,0.1426,3503.4983,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3510.2726,NA,6.52030000000000,6.93900000000000,0.07730000000000,0.26870000000000,19.9734,3503.8585,6.4914,6.4141,0.0773,6.4788,0.2040,0.2040,0.0000,0.2012,3503.8585,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3516.9108,NA,7.01720000000000,6.93900000000000,0.35100000000000,0.29300000000000,13.3352,3510.2062,7.0556,6.7046,0.3510,0.0000,7.0669,0.2058,6.8611,-0.2311,3510.2062,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3517.2685,NA,6.99590000000000,6.94420000000000,0.09710000000000,0.33530000000000,19.9217,3510.3499,7.0157,6.9186,0.0971,7.0543,0.1996,0.1996,0.0000,-0.4528,3510.3499,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3524.0102,NA,7.09940000000000,6.94420000000000,0.25310000000000,0.23580000000000,13.1800,3517.2618,7.0015,6.7484,0.2531,0.0000,7.0422,0.2076,6.8346,0.1114,3517.2618,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3524.3961,NA,7.12760000000000,6.94950000000000,0.08910000000000,0.40080000000000,19.7436,3517.3656,7.1196,7.0305,0.0891,7.2288,0.2025,0.2025,0.0000,0.0662,3517.3656,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3530.9069,NA,6.89670000000000,6.94950000000000,0.41050000000000,0.35990000000000,13.2328,3524.2633,7.0541,6.6436,0.4105,0.0000,7.0208,0.2089,6.8119,0.0520,3524.2633,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3531.6138,NA,7.21770000000000,6.94130000000000,0.10130000000000,0.75760000000000,19.4672,3524.4852,7.2299,7.1286,0.1013,7.3679,0.5183,0.2302,0.2881,0.1783,3524.4852,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3537.8326,NA,6.92570000000000,6.94130000000000,0.26150000000000,0.24880000000000,13.2484,3531.3174,6.7767,6.5152,0.2615,0.0000,6.8146,0.1909,6.6237,0.1128,3531.3174,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3538.4167,NA,6.80290000000000,6.93750000000000,0.08310000000000,1.07640000000000,19.6018,3531.7151,6.7847,6.7016,0.0831,6.9266,0.8514,0.2309,0.6205,0.2924,3531.7151,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3544.7986,NA,6.96600000000000,6.93750000000000,0.28930000000000,0.24870000000000,13.2199,3538.0941,6.9938,6.7045,0.2893,0.0000,6.9659,0.2044,6.7615,-0.1608,3538.0941,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3545.3439,NA,6.92720000000000,6.95520000000000,0.09640000000000,0.40120000000000,19.6298,3538.4998,6.9405,6.8441,0.0964,7.0029,0.2424,0.2372,0.0052,-0.1705,3538.4998,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3551.6150,NA,6.81640000000000,6.95520000000000,0.21850000000000,0.22880000000000,13.3587,3545.0879,6.7456,6.5271,0.2185,0.0000,6.7965,0.2039,6.5926,0.0386,3545.0879,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3552.0558,NA,6.71190000000000,6.97400000000000,0.09110000000000,0.36220000000000,19.8919,3545.4403,6.7066,6.6155,0.0911,0.3705,6.6072,0.2421,6.3651,-0.0335,3545.4403,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3558.6111,NA,6.99610000000000,6.97400000000000,0.25060000000000,0.25860000000000,13.3366,3551.8335,7.0282,6.7776,0.2506,0.0103,7.0259,0.2059,6.8200,-0.2284,3551.8335,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3559.2351,NA,7.17930000000000,6.93570000000000,0.09420000000000,0.42870000000000,19.6483,3552.1469,7.1824,7.0882,0.0942,7.3165,0.2004,0.2004,0.0000,-0.2291,3552.1469,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3565.5494,NA,6.93830000000000,6.93570000000000,0.22130000000000,0.24550000000000,13.3340,3558.8617,6.9090,6.6877,0.2213,0.0080,6.9252,0.1936,6.7316,0.0925,3558.8617,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3566.1348,NA,6.89970000000000,6.93790000000000,0.09230000000000,0.45270000000000,19.6865,3559.3293,6.8978,6.8055,0.0923,7.0171,0.2411,0.2300,0.0111,0.2445,3559.3293,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3572.6749,NA,7.12550000000000,6.93790000000000,0.31690000000000,0.22850000000000,13.1464,3565.7707,7.2211,6.9042,0.3169,0.0242,7.1085,0.2049,6.9036,-0.0289,3565.7707,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3573.2198,NA,7.08500000000000,6.95350000000000,0.10350000000000,0.41880000000000,19.5550,3566.2271,7.0962,6.9927,0.1035,7.1733,0.2382,0.2365,0.0017,-0.0557,3566.2271,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3579.5677,NA,6.89280000000000,6.95350000000000,0.25290000000000,0.24970000000000,13.2071,3572.9918,6.8288,6.5759,0.2529,0.0000,6.9140,0.2745,6.6395,0.2676,3572.9918,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3580.3253,NA,7.10550000000000,6.94390000000000,0.09870000000000,0.49530000000000,19.3934,3573.3233,7.1007,7.0020,0.0987,7.2498,0.2475,0.2386,0.0089,0.1523,3573.3233,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3586.5420,NA,6.97430000000000,6.94390000000000,0.30170000000000,0.21740000000000,13.1767,3579.8206,7.0231,6.7214,0.3017,0.0000,6.9420,0.1728,6.7692,-0.1151,3579.8206,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3586.9361,NA,6.61080000000000,6.94780000000000,0.08290000000000,0.40320000000000,19.7304,3580.4240,6.5950,6.5121,0.0829,6.6591,0.2562,0.2338,0.0224,0.1529,3580.4240,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3593.4984,NA,6.95640000000000,6.94780000000000,0.25430000000000,0.22170000000000,13.1681,3586.8437,6.9090,6.6547,0.2543,0.0000,6.9607,0.2270,6.7337,0.0753,3586.8437,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3594.1136,NA,7.17750000000000,6.93630000000000,0.11150000000000,0.36690000000000,19.4892,3587.0190,7.2061,7.0946,0.1115,7.2569,0.2046,0.2046,0.0000,-0.3413,3587.0190,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3600.4484,NA,6.95000000000000,6.93630000000000,0.25050000000000,0.19050000000000,13.1544,3593.7527,6.9462,6.6957,0.2505,0.0000,6.9188,0.1924,6.7264,-0.0273,3593.7527,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3600.9069,NA,6.79330000000000,6.94670000000000,0.09500000000000,0.40760000000000,19.6426,3594.2251,6.7768,6.6818,0.0950,6.8505,0.2389,0.2351,0.0038,0.2594,3594.2251,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3607.4909,NA,7.04250000000000,6.94670000000000,0.27200000000000,0.20690000000000,13.0586,3600.6989,7.0640,6.7920,0.2720,0.0000,7.0589,0.2101,6.8488,-0.0005,3600.6989,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3607.8605,NA,6.95360000000000,6.95040000000000,0.08970000000000,0.38870000000000,19.6394,3601.0019,6.9483,6.8586,0.0897,0.3491,6.8982,0.2631,6.6351,-0.1736,3601.0019,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3614.2559,NA,6.76500000000000,6.95040000000000,0.25010000000000,0.18750000000000,13.2440,3607.7629,6.7431,6.4930,0.2501,0.0000,6.7456,0.1924,6.5532,0.1136,3607.7629,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3614.6338,NA,6.77330000000000,6.94310000000000,0.10500000000000,0.56170000000000,19.8092,3607.9502,6.7886,6.6836,0.1050,6.8454,0.3999,0.2313,0.1686,0.0052,3607.9502,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3621.2784,NA,7.02250000000000,6.94310000000000,0.32240000000000,0.26800000000000,13.1646,3614.5060,7.0948,6.7724,0.3224,0.0000,7.1030,0.2347,6.8683,-0.2000,3614.5060,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3621.8556,NA,7.22180000000000,6.96130000000000,0.11320000000000,0.41040000000000,19.5487,3614.7388,7.2300,7.1168,0.1132,7.2763,0.2509,0.2325,0.0184,-0.1727,3614.7388,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3628.2776,NA,6.99920000000000,6.96130000000000,0.25340000000000,0.19270000000000,13.1267,3621.6008,6.9302,6.6768,0.2534,0.0000,6.9239,0.2094,6.7145,0.1335,3621.6008,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3628.6573,NA,6.80170000000000,6.90200000000000,0.10430000000000,0.55820000000000,19.6490,3621.9688,6.7928,6.6885,0.1043,6.8932,0.3535,0.2276,0.1259,0.3280,3621.9688,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3635.3095,NA,7.03190000000000,6.90200000000000,0.30140000000000,0.25480000000000,12.9968,3628.5310,7.0799,6.7785,0.3014,0.0000,7.0940,0.1977,6.8963,0.0282,3628.5310,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3635.8016,NA,7.14430000000000,6.94830000000000,0.10890000000000,0.41070000000000,19.4530,3628.7616,7.1489,7.0400,0.1089,7.2154,0.2353,0.2279,0.0074,-0.1555,3628.7616,NA,NA,NA
msedgewebview2.exe,19228,0x143EDC85B90,DXGI,0,0,0,Composed: Flip,0,3645.3523,NA,224.31110000000001,NA,0.07370000000000,1.41710000000000,NA,3421.1287,224.2973,224.2236,0.0737,225.4087,0.2320,0.2320,0.0000,NA,NA,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3641.9966,NA,6.68710000000000,6.94830000000000,0.35000000000000,0.18790000000000,13.2580,3635.6109,6.7357,6.3857,0.3500,0.0000,6.6202,0.1946,6.4256,0.1316,3635.6109,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3642.7674,NA,6.96580000000000,6.98080000000000,0.10590000000000,0.59360000000000,19.4680,3635.9105,6.9628,6.8569,0.1059,7.1018,0.3487,0.2639,0.0848,0.1681,3635.9105,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3648.9205,NA,6.92390000000000,6.98080000000000,0.26720000000000,0.20470000000000,13.3149,3642.3466,6.8411,6.5739,0.2672,0.0000,6.9407,0.2256,6.7151,-0.2451,3642.3466,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3649.4390,NA,6.67160000000000,6.90840000000000,0.07760000000000,0.40090000000000,19.7048,3642.8733,6.6433,6.5657,0.0776,6.7061,0.2605,0.2393,0.0212,0.0544,3642.8733,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3655.8143,NA,6.89380000000000,6.90840000000000,0.27630000000000,0.25060000000000,13.3295,3649.1877,6.9029,6.6266,0.2763,0.0000,6.9397,0.2049,6.7348,-0.0673,3649.1877,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3656.3708,NA,6.93180000000000,6.95090000000000,0.07260000000000,0.34010000000000,19.7239,3649.5166,6.9268,6.8542,0.0726,6.9959,0.1984,0.1984,0.0000,-0.3076,3649.5166,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3662.7653,NA,6.95100000000000,6.95090000000000,0.31610000000000,0.24290000000000,13.3294,3656.0906,6.9908,6.6747,0.3161,0.0000,6.9433,0.2010,6.7423,-0.0480,3656.0906,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3663.2485,NA,6.87770000000000,6.95590000000000,0.07900000000000,0.34880000000000,19.8021,3656.4434,6.8841,6.8051,0.0790,0.3308,6.8231,0.2406,6.5825,-0.0291,3656.4434,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3669.6846,NA,6.91930000000000,6.95590000000000,0.17450000000000,0.15110000000000,13.3660,3663.0814,6.7777,6.6032,0.1745,0.0000,6.8275,0.1802,6.6473,0.0349,3663.0814,NA,NA,NA
claude.exe,26980,0x135713CA0E0,DXGI,0,0,0,Composed: Flip,0,3670.0007,NA,6.75220000000000,6.92520000000000,0.07620000000000,0.30470000000000,19.9751,3663.3275,6.7494,6.6732,0.0762,6.7841,0.1938,0.1938,0.0000,-0.0411,3663.3275,NA,NA,NA
dwm.exe,2212,0x21EAF7BB3B0,DXGI,1,0,0,Hardware: Legacy Flip,0,3676.6031,NA,6.91850000000000,6.92520000000000,0.20820000000000,0.20610000000000,13.3727,3669.8591,6.9522,6.7440,0.2082,0.0000,6.9735,0.1977,6.7758,-0.1475,3669.8591,NA,NA,NA
